"Study Name","Respondent Name","Gender","Age","Group","Type","Label","Start (ms)","Duration (ms)","Parent Stimulus","Count Frames","Anger Threshold","Anger Frames >= Threshold","Anger Time Percentage","Sadness Threshold","Sadness Frames >= Threshold","Sadness Time Percentage","Disgust Threshold","Disgust Frames >= Threshold","Disgust Time Percentage","Joy Threshold","Joy Frames >= Threshold","Joy Time Percentage","Surprise Threshold","Surprise Frames >= Threshold","Surprise Time Percentage","Fear Threshold","Fear Frames >= Threshold","Fear Time Percentage","Contempt Threshold","Contempt Frames >= Threshold","Contempt Time Percentage","Engagement Threshold","Engagement Frames >= Threshold","Engagement Time Percentage","Attention Threshold","Attention Frames >= Threshold","Attention Time Percentage","Positive Threshold","Positive Frames >= Threshold","Positive Time Percentage","Negative Threshold","Negative Frames <= Threshold","Negative Time Percentage","Neutral Threshold","Neutral Frames Between Threshold","Neutral Time Percentage","Brow Furrow Threshold","Brow Furrow Frames >= Threshold","Brow Furrow Time Percentage","Brow Raise Threshold","Brow Raise Frames >= Threshold","Brow Raise Time Percentage","Lip Corner Depressor Threshold","Lip Corner Depressor Frames >= Threshold","Lip Corner Depressor Time Percentage","Smile Threshold","Smile Frames >= Threshold","Smile Time Percentage","Inner Brow Raise Threshold","Inner Brow Raise Frames >= Threshold","Inner Brow Raise Time Percentage","Eye Closure Threshold","Eye Closure Frames >= Threshold","Eye Closure Time Percentage","Nose Wrinkle Threshold","Nose Wrinkle Frames >= Threshold","Nose Wrinkle Time Percentage","Upper Lip Raise Threshold","Upper Lip Raise Frames >= Threshold","Upper Lip Raise Time Percentage","Lip Suck Threshold","Lip Suck Frames >= Threshold","Lip Suck Time Percentage","Lip Press Threshold","Lip Press Frames >= Threshold","Lip Press Time Percentage","Mouth Open Threshold","Mouth Open Frames >= Threshold","Mouth Open Time Percentage","Chin Raise Threshold","Chin Raise Frames >= Threshold","Chin Raise Time Percentage","Smirk Threshold","Smirk Frames >= Threshold","Smirk Time Percentage","Lip Pucker Threshold","Lip Pucker Frames >= Threshold","Lip Pucker Time Percentage","Cheek Raise Threshold","Cheek Raise Frames >= Threshold","Cheek Raise Time Percentage","Dimpler Threshold","Dimpler Frames >= Threshold","Dimpler Time Percentage","Eye Widen Threshold","Eye Widen Frames >= Threshold","Eye Widen Time Percentage","Lid Tighten Threshold","Lid Tighten Frames >= Threshold","Lid Tighten Time Percentage","Lip Stretch Threshold","Lip Stretch Frames >= Threshold","Lip Stretch Time Percentage","Jaw Drop Threshold","Jaw Drop Frames >= Threshold","Jaw Drop Time Percentage"
"Hoteles Grupo 2","RESPONDENT4","Female","24","Default","Stimulus","VrboPage3",1383314,122648,"",3682,"50",19,0.52,"50",0,0,"50",0,0,"50",265,7.2,"50",0,0,"50",2,0.05,"50",0,0,"50",370,10.05,"50",2283,62,"50",307,8.34,"-50",0,0,"-50|50",1976,53.67,"50",35,0.95,"50",0,0,"50",0,0,"50",313,8.5,"50",9,0.24,"50",1,0.03,"50",0,0,"50",0,0,"50",0,0,"50",2,0.05,"50",408,11.08,"50",0,0,"50",0,0,"50",336,9.13,"50",46,1.25,"50",263,7.14,"50",170,4.62,"50",33,0.9,"50",147,3.99,"50",156,4.24
"Hoteles Grupo 2","RESPONDENT4","Male","25","Default","Stimulus","VrboPage3",479859,52104,"",1564,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1028,65.73,"50",0,0,"-50",0,0,"-50|50",1028,65.73,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",42,2.69,"50",6,0.38,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT4","Female","24","Default","Stimulus","HotelesPage3",1565594,166325,"",4996,"50",0,0,"50",0,0,"50",0,0,"50",43,0.86,"50",0,0,"50",46,0.92,"50",0,0,"50",197,3.94,"50",2914,58.33,"50",42,0.84,"-50",0,0,"-50|50",2877,57.59,"50",0,0,"50",0,0,"50",86,1.72,"50",45,0.9,"50",0,0,"50",8,0.16,"50",0,0,"50",0,0,"50",28,0.56,"50",4,0.08,"50",0,0,"50",1,0.02,"50",0,0,"50",731,14.63,"50",0,0,"50",650,13.01,"50",506,10.13,"50",220,4.4,"50",39,0.78,"50",136,2.72
"Hoteles Grupo 2","RESPONDENT4","Male","25","Default","Stimulus","HotelesPage3",549539,78670,"",2363,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",15,0.63,"50",0,0,"50",0,0,"50",34,1.44,"50",1493,63.18,"50",0,0,"-50",0,0,"-50|50",1493,63.18,"50",0,0,"50",38,1.61,"50",0,0,"50",0,0,"50",10,0.42,"50",9,0.38,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",32,1.35,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT4","Female","24","Default","Stimulus","AgodaPage3",1790376,178385,"",5357,"50",11,0.21,"50",16,0.3,"50",0,0,"50",127,2.37,"50",0,0,"50",0,0,"50",0,0,"50",209,3.9,"50",2852,53.24,"50",103,1.92,"-50",20,0.37,"-50|50",2729,50.94,"50",27,0.5,"50",0,0,"50",119,2.22,"50",143,2.67,"50",0,0,"50",2,0.04,"50",0,0,"50",0,0,"50",22,0.41,"50",64,1.19,"50",23,0.43,"50",23,0.43,"50",0,0,"50",322,6.01,"50",3,0.06,"50",589,10.99,"50",345,6.44,"50",144,2.69,"50",119,2.22,"50",1,0.02
"Hoteles Grupo 2","RESPONDENT4","Male","25","Default","Stimulus","AgodaPage3",637279,65159,"",1957,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1243,63.52,"50",0,0,"-50",0,0,"-50|50",1243,63.52,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",19,0.97,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Stimulus","VrboPage",40918,243132,"",7301,"50",0,0,"50",0,0,"50",29,0.4,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",188,2.57,"50",4599,62.99,"50",0,0,"-50",6,0.08,"-50|50",4596,62.95,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1,0.01,"50",10,0.14,"50",16,0.22,"50",0,0,"50",0,0,"50",776,10.63,"50",0,0,"50",0,0,"50",19,0.26,"50",0,0,"50",0,0,"50",101,1.38,"50",0,0,"50",0,0,"50",358,4.9
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Scene","Mapping Vrbo",40918,54453,"VrboPage",1634,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",19,1.16,"50",1024,62.67,"50",0,0,"-50",0,0,"-50|50",1024,62.67,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",145,8.87,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",16,0.98,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Scene","Mapping 2",105776,31770,"VrboPage",954,"50",0,0,"50",0,0,"50",29,3.04,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",149,15.62,"50",599,62.79,"50",0,0,"-50",6,0.63,"-50|50",593,62.16,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1,0.1,"50",10,1.05,"50",16,1.68,"50",0,0,"50",0,0,"50",447,46.86,"50",0,0,"50",0,0,"50",16,1.68,"50",0,0,"50",0,0,"50",79,8.28,"50",0,0,"50",0,0,"50",247,25.89
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Scene","Mapping Vrbo Resrva",230076,6200,"VrboPage",187,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",120,64.17,"50",0,0,"-50",0,0,"-50|50",120,64.17,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Stimulus","HotelesPage",687440,486160,"",14602,"50",0,0,"50",0,0,"50",109,0.75,"50",50,0.34,"50",4,0.03,"50",0,0,"50",0,0,"50",572,3.92,"50",9108,62.38,"50",35,0.24,"-50",43,0.29,"-50|50",9242,63.29,"50",0,0,"50",4,0.03,"50",0,0,"50",80,0.55,"50",0,0,"50",1,0.01,"50",86,0.59,"50",127,0.87,"50",0,0,"50",35,0.24,"50",921,6.31,"50",0,0,"50",0,0,"50",22,0.15,"50",0,0,"50",49,0.34,"50",51,0.35,"50",0,0,"50",0,0,"50",493,3.38
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Scene","Mapping Hoteles Inicio",687440,37866,"HotelesPage",1137,"50",0,0,"50",0,0,"50",7,0.62,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",10,0.88,"50",729,64.12,"50",0,0,"-50",6,0.53,"-50|50",723,63.59,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",6,0.53,"50",6,0.53,"50",0,0,"50",1,0.09,"50",94,8.27,"50",0,0,"50",0,0,"50",14,1.23,"50",0,0,"50",3,0.26,"50",0,0,"50",0,0,"50",0,0,"50",61,5.36
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Scene","Mapping Hoteles Buscador",727941,38420,"HotelesPage",1154,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",730,63.26,"50",0,0,"-50",0,0,"-50|50",730,63.26,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Scene","Mapping Reserva",1138776,13843,"HotelesPage",415,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",266,64.1,"50",0,0,"-50",0,0,"-50|50",266,64.1,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Stimulus","AgodaPage",310074,358721,"",10775,"50",0,0,"50",0,0,"50",121,1.12,"50",0,0,"50",148,1.37,"50",0,0,"50",0,0,"50",488,4.53,"50",6501,60.33,"50",0,0,"-50",32,0.3,"-50|50",6694,62.13,"50",0,0,"50",155,1.44,"50",0,0,"50",2,0.02,"50",0,0,"50",1,0.01,"50",46,0.43,"50",155,1.44,"50",0,0,"50",32,0.3,"50",579,5.37,"50",0,0,"50",0,0,"50",174,1.61,"50",0,0,"50",9,0.08,"50",49,0.45,"50",0,0,"50",0,0,"50",302,2.8
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Scene","Mapping Inicio",313936,52629,"AgodaPage",1580,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",994,62.91,"50",0,0,"-50",0,0,"-50|50",994,62.91,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Scene","Mapping Buscador",373629,14563,"AgodaPage",437,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",286,65.45,"50",0,0,"-50",0,0,"-50|50",286,65.45,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Scene","Mapping Agoda Reserva",457048,23060,"AgodaPage",693,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",430,62.05,"50",0,0,"-50",0,0,"-50|50",430,62.05,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Stimulus","VrboPage2",1213723,168440,"",5059,"50",0,0,"50",0,0,"50",68,1.34,"50",0,0,"50",61,1.21,"50",0,0,"50",0,0,"50",134,2.65,"50",3139,62.05,"50",0,0,"-50",37,0.73,"-50|50",3147,62.21,"50",0,0,"50",51,1.01,"50",0,0,"50",2,0.04,"50",0,0,"50",0,0,"50",55,1.09,"50",49,0.97,"50",0,0,"50",0,0,"50",165,3.26,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1,0.02,"50",0,0,"50",0,0,"50",131,2.59
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Stimulus","HotelesPage2",1588932,147494,"",4431,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",2749,62.04,"50",0,0,"-50",0,0,"-50|50",2749,62.04,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Stimulus","AgodaPage2",1405244,165926,"",4983,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",3130,62.81,"50",0,0,"-50",0,0,"-50|50",3130,62.81,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1,0.02,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",19,0.38,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Stimulus","VrboPage3",1771170,181999,"",5467,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",3479,63.64,"50",0,0,"-50",0,0,"-50|50",3479,63.64,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1,0.02,"50",0,0,"50",0,0,"50",1,0.02,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Stimulus","HotelesPage3",2072341,126529,"",3800,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",2396,63.05,"50",0,0,"-50",0,0,"-50|50",2403,63.24,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",4,0.11,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT5","Male","20","Default","Stimulus","AgodaPage3",1969623,90464,"",2717,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",4,0.15,"50",1713,63.05,"50",0,0,"-50",0,0,"-50|50",1713,63.05,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",122,4.49,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",9,0.33,"50",0,0,"50",0,0,"50",121,4.45
"Hoteles Grupo 2","RESPONDENT6","Male","24","Default","Stimulus","VrboPage",500077,283270,"",8509,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",90,1.06,"50",5394,63.39,"50",0,0,"-50",0,0,"-50|50",5400,63.46,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",9,0.11,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",135,1.59,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT6","Male","24","Default","Scene","Mapping Vrbo",500077,67157,"VrboPage",2018,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1268,62.83,"50",0,0,"-50",0,0,"-50|50",1268,62.83,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",2,0.1,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT6","Male","24","Default","Scene","Mapping 2",574751,64894,"VrboPage",1949,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1234,63.31,"50",0,0,"-50",0,0,"-50|50",1234,63.31,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT6","Male","24","Default","Stimulus","HotelesPage",815350,365877,"",10990,"50",0,0,"50",0,0,"50",0,0,"50",54,0.49,"50",0,0,"50",0,0,"50",0,0,"50",118,1.07,"50",6883,62.63,"50",55,0.5,"-50",0,0,"-50|50",6828,62.13,"50",0,0,"50",0,0,"50",0,0,"50",59,0.54,"50",0,0,"50",24,0.22,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",517,4.7,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",10,0.09,"50",0,0,"50",0,0,"50",23,0.21,"50",3,0.03
"Hoteles Grupo 2","RESPONDENT6","Male","24","Default","Stimulus","AgodaPage",36533,437990,"",13154,"50",0,0,"50",0,0,"50",4,0.03,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",90,0.68,"50",8243,62.67,"50",0,0,"-50",0,0,"-50|50",8243,62.67,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",21,0.16,"50",3,0.02,"50",0,0,"50",0,0,"50",1,0.01,"50",345,2.62,"50",0,0,"50",0,0,"50",12,0.09,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",5,0.04
"Hoteles Grupo 2","RESPONDENT6","Male","24","Default","Stimulus","VrboPage2",1511808,510349,"",15296,"50",0,0,"50",0,0,"50",4,0.03,"50",252,1.65,"50",103,0.67,"50",0,0,"50",0,0,"50",1046,6.84,"50",9363,61.21,"50",259,1.69,"-50",8,0.05,"-50|50",9328,60.98,"50",0,0,"50",272,1.78,"50",0,0,"50",278,1.82,"50",127,0.83,"50",83,0.54,"50",0,0,"50",0,0,"50",0,0,"50",22,0.14,"50",1624,10.62,"50",43,0.28,"50",0,0,"50",18,0.12,"50",35,0.23,"50",11,0.07,"50",0,0,"50",0,0,"50",5,0.03,"50",7,0.05
"Hoteles Grupo 2","RESPONDENT6","Male","24","Default","Stimulus","HotelesPage2",2047396,197088,"",5919,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",3700,62.51,"50",0,0,"-50",0,0,"-50|50",3700,62.51,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",23,0.39,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",40,0.68,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT6","Male","24","Default","Stimulus","AgodaPage2",1210886,276601,"",8308,"50",0,0,"50",0,0,"50",43,0.52,"50",26,0.31,"50",0,0,"50",0,0,"50",0,0,"50",74,0.89,"50",5264,63.36,"50",7,0.08,"-50",181,2.18,"-50|50",5104,61.43,"50",3,0.04,"50",0,0,"50",4,0.05,"50",49,0.59,"50",0,0,"50",10,0.12,"50",52,0.63,"50",17,0.2,"50",238,2.86,"50",235,2.83,"50",136,1.64,"50",140,1.69,"50",0,0,"50",141,1.7,"50",0,0,"50",329,3.96,"50",9,0.11,"50",5,0.06,"50",172,2.07,"50",0,0
"Hoteles Grupo 2","RESPONDENT6","Male","24","Default","Stimulus","VrboPage3",2482281,216117,"",6492,"50",0,0,"50",0,0,"50",0,0,"50",113,1.74,"50",59,0.91,"50",0,0,"50",0,0,"50",587,9.04,"50",4136,63.71,"50",92,1.42,"-50",0,0,"-50|50",4066,62.63,"50",0,0,"50",99,1.52,"50",0,0,"50",117,1.8,"50",473,7.29,"50",4,0.06,"50",0,0,"50",0,0,"50",1,0.02,"50",2,0.03,"50",295,4.54,"50",7,0.11,"50",0,0,"50",511,7.87,"50",69,1.06,"50",116,1.79,"50",27,0.42,"50",0,0,"50",129,1.99,"50",34,0.52
"Hoteles Grupo 2","RESPONDENT6","Male","24","Default","Stimulus","HotelesPage3",2719450,86069,"",2586,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",8,0.31,"50",0,0,"50",0,0,"50",12,0.46,"50",1585,61.29,"50",0,0,"-50",2,0.08,"-50|50",1606,62.1,"50",0,0,"50",13,0.5,"50",2,0.08,"50",0,0,"50",8,0.31,"50",1,0.04,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",65,2.51,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT6","Male","24","Default","Stimulus","AgodaPage3",2268180,197898,"",5945,"50",0,0,"50",0,0,"50",1,0.02,"50",0,0,"50",22,0.37,"50",0,0,"50",0,0,"50",51,0.86,"50",3731,62.76,"50",0,0,"-50",0,0,"-50|50",3732,62.78,"50",3,0.05,"50",18,0.3,"50",0,0,"50",0,0,"50",131,2.2,"50",7,0.12,"50",0,0,"50",0,0,"50",0,0,"50",1,0.02,"50",327,5.5,"50",8,0.13,"50",0,0,"50",9,0.15,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",153,2.57
"Hoteles Grupo 2","RESPONDENT7","Female","54","Default","Stimulus","VrboPage",456679,97203,"",2919,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",358,12.26,"50",1863,63.82,"50",0,0,"-50",0,0,"-50|50",1867,63.96,"50",467,16,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",6,0.21,"50",0,0,"50",0,0,"50",7,0.24,"50",4,0.14,"50",0,0,"50",0,0,"50",0,0,"50",524,17.95,"50",0,0,"50",22,0.75,"50",51,1.75,"50",197,6.75,"50",0,0,"50",212,7.26
"Hoteles Grupo 2","RESPONDENT7","Female","54","Default","Scene","Mapping Vrbo",456679,33247,"VrboPage",997,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",272,27.28,"50",638,63.99,"50",0,0,"-50",0,0,"-50|50",638,63.99,"50",279,27.98,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",3,0.3,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",201,20.16,"50",0,0,"50",0,0,"50",9,0.9,"50",0,0,"50",0,0,"50",211,21.16
"Hoteles Grupo 2","RESPONDENT7","Female","54","Default","Scene","Mapping 2",493365,18966,"VrboPage",569,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",71,12.48,"50",352,61.86,"50",0,0,"-50",0,0,"-50|50",356,62.57,"50",111,19.51,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",7,1.23,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",88,15.47,"50",0,0,"50",0,0,"50",39,6.85,"50",0,0,"50",0,0,"50",1,0.18
"Hoteles Grupo 2","RESPONDENT7","Female","54","Default","Scene","Mapping Vrbo Resrva",536677,6267,"VrboPage",188,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",126,67.02,"50",0,0,"-50",0,0,"-50|50",126,67.02,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",4,2.13,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",22,11.7,"50",0,0,"50",92,48.94,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT7","Female","54","Default","Stimulus","HotelesPage",36952,137579,"",4131,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",60,1.45,"50",71,1.72,"50",2496,60.42,"50",0,0,"-50",51,1.23,"-50|50",2561,61.99,"50",25,0.61,"50",9,0.22,"50",44,1.07,"50",0,0,"50",45,1.09,"50",12,0.29,"50",0,0,"50",0,0,"50",45,1.09,"50",150,3.63,"50",108,2.61,"50",58,1.4,"50",63,1.53,"50",94,2.28,"50",0,0,"50",202,4.89,"50",0,0,"50",497,12.03,"50",39,0.94,"50",589,14.26
"Hoteles Grupo 2","RESPONDENT7","Female","54","Default","Stimulus","AgodaPage",195880,224430,"",6737,"50",0,0,"50",0,0,"50",0,0,"50",68,1.01,"50",0,0,"50",0,0,"50",10,0.15,"50",204,3.03,"50",3750,55.66,"50",47,0.7,"-50",15,0.22,"-50|50",3694,54.83,"50",25,0.37,"50",0,0,"50",0,0,"50",70,1.04,"50",0,0,"50",28,0.42,"50",0,0,"50",0,0,"50",77,1.14,"50",56,0.83,"50",122,1.81,"50",0,0,"50",23,0.34,"50",337,5,"50",7,0.1,"50",91,1.35,"50",38,0.56,"50",241,3.58,"50",69,1.02,"50",62,0.92
